"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"34279","1","China loans Myanmar 300 million RMB (Linked to #34278)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","998","Unallocated / Unspecified","Pipeline/identification","2006","2006","50635642.3","0.0"
"34269","1","Exim loans $200 million for infrastructure and socioeconomic development in Myanmar","2006-06-08","start-actual","","end-actual","China","CHN","Myanmar","MMR","430","Other","Pipeline/identification","2006","2006","269160114.3","0.0"
"34271","1","China loans 84 million USD to buy two oil rigs","","start-actual","","end-actual","China","CHN","Myanmar","MMR","230","Energy Generation and Supply","Pipeline/identification","2006","2006","113047248.0","0.0"
"35826","1","Eximbank provides $31.5 million loan to Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","220","Communications","Pipeline/identification","2006","2006","42392717.99","0.0"
"38988","1","China and Myanmar signs MOU on scientific and technological cooperation","","start-actual","","end-actual","China","CHN","Myanmar","MMR","430","Other","Completion"," "," ","0.0","0.0"
"35787","1","Chinese firm and Myanmar sign agreement on Mount Popa Pozzolan Mine project","","start-actual","","end-actual","China","CHN","Myanmar","MMR","320","Industry, Mining, Construction","Completion"," "," ","0.0","0.0"
"34211","1","China Donates 500,000 USD for Cyclone Relief to Myanmar (linked to #34212)","","start-actual","2008-05-30","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","505563.2421","0.0"
"34212","1","China Donates Goods Worth 500,000 USD for Cyclone Relief to Myanmar (linked to #34211)","","start-actual","2008-05-30","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","505563.2421","0.0"
"38434","1","China donates 10,000 tons of rice to Shan and Kachin States of Myanmar","","start-actual","2008-12-12","end-actual","China","CHN","Myanmar","MMR","520","Developmental food aid/Food security assistance","Completion","2008","2008","0.0","0.0"
"34451","1","China grants 5 million USD in humanitarian aid to cyclone-hit Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","5055632.421","0.0"
"34291","1","China provides $10 million for Cyclone Nargis emergency response (Linked to #34214)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","10111264.84","0.0"
"34214","1","China provides Myanmar with 30 million RMB as aid for Cyclone Nargis (Linked to #34291)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","4365419.57","0.0"
"34218","1","China's Guangxi sends 250,000 USD to Myanmar for Cyclone Relief","","start-actual","2008-05-10","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","252781.621","0.0"
"38436","1","China's Yunnan Province donates $250,000 of relief supplies to Myanmar","","start-actual","2008-05-12","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","252781.621","0.0"
"35872","1","Chinese Economic Attaché Office donates to Myanmar for cyclone relief, jointly with Chinese firms (linked to #39313)","","start-actual","2008-05-10","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2008","2008","6066.758905","0.0"
"35785","1","Chinese company ","","start-actual","","end-actual","China","CHN","Myanmar","MMR","230","Energy Generation and Supply","Completion","2008","2008","20222529.68","0.0"
"34310","1","Chinese medics donate medical equipment and expertise to Myanmar for cyclone relief","2008-05-18","start-actual","2008-06-01","end-actual","China","CHN","Myanmar","MMR","120","Health","Completion","2008","2008","0.0","0.0"
"38907","1","Traditional Chinese Physicians Give Free Medical Consultation in Myanmar (linked to #38843 and #38903","","start-actual","2009-01-09","end-actual","China","CHN","Myanmar","MMR","120","Health","Completion","2009","2009","0.0","0.0"
"35796","1","China preferential buyer's loan for highway construction of the Myitkyina-Pangsau Road","","start-actual","","end-actual","China","CHN","Myanmar","MMR","210","Transport and Storage","Pipeline/identification","2008","2008","480196152.7","0.0"
"38986","1","China donates 56 million Yuan in technical aid to cyclone-hit Myanmar","","start-actual","2009-03-16","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2009","2009","8197421.966","0.0"
"38985","1","China donates to Myanmar's orphanage ","2009-09-23","start-actual","2009-09-23","end-actual","China","CHN","Myanmar","MMR","150","Government and Civil Society","Completion","2009","2009","0.0","0.0"
"35601","1","China provides three MA60 aircrafts to Myanmar","","start-actual","2010-09-28","end-actual","China","CHN","Myanmar","MMR","210","Transport and Storage","Completion","2010","2010","0.0","0.0"
"38987","1","Chinese embassy donates computers and audio-visual equipment to Myanmar schools","","start-actual","2009-01-23","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2009","2009","11000.0","0.0"
"35602","1","China donates 30 locomotives to Myanmar ","","start-actual","2010-10-19","end-actual","China","CHN","Myanmar","MMR","210","Transport and Storage","Completion","2010","2010","0.0","0.0"
"38984","1","China donates technical equipment to Chinese schools in Yangon, Myanmar","","start-actual","2010-08-12","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2010","2010","0.0","0.0"
"38983","1","China donates USD 500, 000 in cash for earthquake relief in Myanmar","","start-actual","2011-03-25","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","0.0","0.0"
"39341","1","China holds a 48-day enshrinement of the Buddha tooth relic in Myanmar (linked to #39347)","2011-11-06","start-actual","2011-12-24","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2011","2011","0.0","0.0"
"38431","1","China provides biogas equipment to Myanmar ","","start-actual","","end-actual","China","CHN","Myanmar","MMR","410","General environmental protection","Completion"," "," ","0.0","0.0"
"39244","1","Chinase Embassy donates school supplies and teaching equipment to Myanmar (linked to #38980)","","start-actual","2011-11-23","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2011","2011","0.0","0.0"
"38982","1","Chinese Red Cross donates USD 50,000 to Myanmar's quake victims (2011) ","","start-actual","2011-04-11","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2011","2011","41447.52057","0.0"
"38979","1","China National Acrobatic Troupe donates to libraries in Myanmar ","2012-07-21","start-actual","2012-07-21","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2012","2012","0.0","0.0"
"38532","1","China builds home for the aged in Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2012","2012","5337049.377","0.0"
"38976","1","China donates USD 60,000 to Myanmar earthquake hit areas","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2012","2012","50428.81301","0.0"
"33856","1","China donates container Inspection Equipment to Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"34322","1","China launches cataract treatment campaign as part of Paukphaw Deep Friendship activities in Myanmar","2012-05-08","start-actual","2012-05-14","end-actual","China","CHN","Myanmar","MMR","120","Health","Completion","2012","2012","0.0","0.0"
"39347","1","China to grant Myanmar earning proceding from enshrinment of Buddha relic (linked to #39341)","2012-02-22","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2012","2012","0.0","0.0"
"38978","1","Chinese Red Cross donates USD 50,000 for Myanmar's flood victims","","start-actual","2012-09-15","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2012","2012","42024.01084","0.0"
"38537","1","China to provide Myanmar 350 sets of material for modular houses worth RMB 30 million (Linked to ID#38426 and ID#38536)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Implementation","2012","2012","3988918.803","0.0"
"34195","1","China CNPC pledges 1 million USD annual donation to Myanmar (Linked to ID #34468)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","840480.2168","0.0"
"34282","1","China to loan $92 million to Myanmar for constructing two train","","start-actual","","end-actual","China","CHN","Myanmar","MMR","320","Industry, Mining, Construction","Pipeline/identification"," "," ","0.0","0.0"
"38426","1","China assists Myanmar in rebuilding houses after Sittwe disaster (Linked to ID#38536 and ID#38537)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion"," "," ","0.0","0.0"
"38958","1","China donates 120 million Kyat and rice for the construction of schools in Myanmar (2013)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion"," "," ","0.0","0.0"
"39333","1","China donates Sakyamuni tooth-relic stupa replica to Mandalay, Myanmar (linked to #39332 and #34228)","2012-02-22","start-actual","2013-06-21","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2012","2013","0.0","0.0"
"39332","1","China donates Sakyamuni tooth-relic stupa replica to Nay Pyi Taw, Myanmar (linked to #39333 and #34228)","2012-02-22","start-actual","2013-06-21","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2012","2013","0.0","0.0"
"34228","1","China donates Sakyamuni tooth-relic stupa replica to Yangon, Myanmar (linked to #39333 and #39332)","2012-02-22","start-actual","2013-06-21","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2012","2013","0.0","0.0"
"38535","1","China provides $7.94 million worth of sports equipments and trainings for 27th SEA Games (Linked to ID#38395 and ID#38533)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion"," "," ","0.0","0.0"
"38395","1","China sends 700 experts to Myanmar for 27th SEA Games (Linked to ID#38533 and ID#38535)","2013-12-04","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Completion","2013","2013","0.0","0.0"
"38427","1","Chinese medical team gives Myanmar free cataract surgery (2013)","2013-02-27","start-actual","2013-03-02","end-actual","China","CHN","Myanmar","MMR","120","Health","Completion","2013","2013","0.0","0.0"
"38533","1","China to spend $30000 on feasibility study report for 27th SEA Games in Myanmar (Linked to ID#38395 and ID#38535)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Implementation"," "," ","0.0","0.0"
"34281","1","China signs $100 million loan agreement for rural microfinance with Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"38955","1","China donates 120 million Kyat to Myanmar school","2014-03-07","start-actual","2014-03-07","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2014","2014","0.0","0.0"
"38947","1","Chinese Premier donates teaching tools and computers to students in Myanmar","","start-actual","2014-11-14","end-actual","China","CHN","Myanmar","MMR","110","Education","Completion","2014","2014","0.0","0.0"
"38529","1","China pledges $33.3 million for Human Resources Development Project in Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","Pipeline/identification"," "," ","0.0","0.0"
"38530","1","China provides $455,000 worth Hypartharatis (B) medicines to Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","120","Health","Pipeline/identification"," "," ","0.0","0.0"
"38536","1","China to grant $1 million to build schools for victims in Rakhine State (linked to #38426 and #38537)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"38534","1","China to provide $212,000 in education equipments to Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"38531","1","China to spend $3000 on feasibility study report for Agricultural Demonstration Centre Project","","start-actual","","end-actual","China","CHN","Myanmar","MMR","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"38393","1","China EXIM Bank loans $100 million to farmers in Myanmar","","start-actual","","end-actual","China","CHN","Myanmar","MMR","310","Agriculture, Forestry, Fishing","Pipeline/identification"," "," ","0.0","0.0"
"38538","1","China to provide Myanmar $307000 worth of medical equipments","","start-actual","","end-actual","China","CHN","Myanmar","MMR","120","Health","Pipeline/identification"," "," ","0.0","0.0"
"36064","1","China EXIM Bank Provides $2 billion USD to support Chinalco investment in Toromocho mining project","2011-05-01","start-actual","2013-12-10","end-actual","China","CHN","Peru","PER","320","Industry, Mining, Construction","Completion","2007","2013","2386649548.0","0.0"
"36061","1","China to donate 300,000 USD for Peru earthquake relief (link to ID #36062)","","start-actual","","end-actual","China","CHN","Peru","PER","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2007","2007","357997.4323","0.0"
"35841","1","China donates $100,000 to help fund de-mining efforts in Ecuador-Peru border region","","start-actual","","end-actual","China","CHN","Peru","PER","150","Government and Civil Society","Completion","2008","2008","101112.6484","0.0"
"36176","1","China donates 63 vehicles to Peru for 16th APEC summit","","start-actual","2008-11-14","end-actual","China","CHN","Peru","PER","210","Transport and Storage","Completion","2008","2008","0.0","0.0"
"37481","1","China gives Peru-China Cultural Center","","start-actual","","end-actual","China","CHN","Peru","PER","530","Other commodity assistance","Completion"," "," ","0.0","0.0"
"37482","1","China signs contract with Peru to assist the expansion of Lo Asisa Hospital","2009-12-28","start-actual","2011-03-28","end-actual","China","CHN","Peru","PER","120","Health","Completion","2009","2011","0.0","0.0"
"36347","1","Chinese Communist Party donates computers to APRA in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","220","Communications","Completion"," "," ","0.0","0.0"
"38169","1","China Development Bank loans 50 million USD to Peru's Development bank for various projects","","start-actual","","end-actual","China","CHN","Peru","PER","430","Other","Completion","2009","2009","50000000.0","0.0"
"39086","1","Establishment of Confucius Institute in Catholic University of Peru","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","Completion"," "," ","0.0","0.0"
"39090","1","Establishment of Confucius Institute in University of Piura","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","Completion"," "," ","0.0","0.0"
"39089","1","Establishment of Confucius Institute in Ricardo Palma University","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","Completion"," "," ","0.0","0.0"
"36352","1","China Development Bank extends loan of 30 million USD to Interbank in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","Completion","2011","2011","24868512.34","0.0"
"37518","1","China Minmetals Resources Co. contributes 4.38 billion to the acquisition of the copper project in Lula Hobsbawm Bath, Peru [Linked to ID#37520, ID#37522]","","start-actual","","end-actual","China","CHN","Peru","PER","250","Business and Other Services","Completion","2014","2014","3980113636.0","0.0"
"36417","1","China donates equipment worth S/. 240,000 to fight yellow rust","","start-actual","","end-actual","China","CHN","Peru","PER","310","Agriculture, Forestry, Fishing","Completion","2014","2014","76127.16256","0.0"
"36420","1","China provides $50 million loan through IDB for Peruvian subway line","","start-actual","","end-actual","China","CHN","Peru","PER","210","Transport and Storage","Completion","2014","2014","45454545.45","0.0"
"36258","1","China donates $4.7 million to Peru for development projects","","start-actual","","end-actual","China","CHN","Peru","PER","160","Other Social Infrastructure and Services","Implementation","2012","2012","3988918.803","0.0"
"35784","1","China donates $1.2 million to finance Peruvian social development and employment program","","start-actual","","end-actual","China","CHN","Peru","PER","160","Other Social Infrastructure and Services","Pipeline/identification","2002","2002","1983763.143","0.0"
"35836","1","China donates $1.2 million to Peruvian government to develop Peru-Ecuador border region","","start-actual","","end-actual","China","CHN","Peru","PER","430","Other","Pipeline/identification","2003","2003","1933293.271","0.0"
"36008","1","China donates 10,000,000 RMB to Peru to finance economic and technological cooperation","","start-actual","","end-actual","China","CHN","Peru","PER","998","Unallocated / Unspecified","Pipeline/identification","2006","2006","1687854.743","0.0"
"36127","1","China Minmetals invests 2.5 billion USD for Galeno Copper mine","","start-actual","","end-actual","China","CHN","Peru","PER","320","Industry, Mining, Construction","Pipeline/identification"," "," ","0.0","0.0"
"37471","1","China gives Peru ten thousand mountain bikes to raise Peru teenagers' interest in sports","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"36363","1","China Development Bank lends $150 million to Peru's Banco de Credito (possible linked to project #36352)","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","Pipeline/identification","2011","2011","124342561.7","0.0"
"39170","1","China commits to grant Peru $11.5 million USD for economic cooperation","","start-actual","","end-actual","China","CHN","Peru","PER","998","Unallocated / Unspecified","Pipeline/identification","2014","2014","10454545.45","0.0"
"36351","1","China to grant assistance worth $3.07 million for Peruvian education, culture and health sectors","","start-actual","","end-actual","China","CHN","Peru","PER","430","Other","Pipeline/identification","2014","2014","2952488.235","0.0"
"36364","1","China Development Bank lends $50 million to BBVA Banco Continental in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","Pipeline/identification","2011","2011","41447520.57","0.0"
"36419","1","China donates 70 million RMB to Peru under economic cooperation agreement","","start-actual","","end-actual","China","CHN","Peru","PER","998","Unallocated / Unspecified","Pipeline/identification","2014","2014","10333708.82","0.0"
"30642","1","China and Nigeria sign agreement for Technology Cooperation on MINAFFET building","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Pipeline/identification","2013","2013","7339449.541","0.0"
"30392","1","China donates medical equipment to Masaka Hospital (2013)","","start-actual","2013-05-05","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion","2013","2013","1489908.257","0.0"
"30637","1","China provides grant of 8.137 million USD to Rwanda (2013)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","330","Trade and Tourism","Pipeline/identification","2013","2013","7465137.615","0.0"
"35805","1","16th medical team to Rwanda ","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Implementation"," "," ","0.0","0.0"
"31063","1","China awards scholarships for Rwandan students to study in China (2013)","2013-08-30","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","Implementation","2013","2013","0.0","0.0"
"30353","1","Loan for Kivu Belt Road Project","","start-actual","","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","Pipeline/identification","2012","2012","95318214.74","0.0"
"30175","1","China pledges 120 million RMB interest free loan to Rwanda","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","15955675.21","0.0"
"30641","1","China provides 9 million USD loan to Rwanda through economic & technical agreement","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","7564321.951","0.0"
"30640","1","25 Million USD in Grants And Interest Free Loans to Rwanda","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","21012005.42","0.0"
"30699","1","50 million RMB unspecified grant (first)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","6648198.005","0.0"
"30729","1","50 million RMB unspecified grant (second)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2012","2012","6648198.005","0.0"
"30456","1","China constructs access road for Inyange Girls School of Science in Rwanda","","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion"," "," ","0.0","0.0"
"2021","1","Interest-free loan to boost trade","","start-actual","","end-actual","China","CHN","Rwanda","RWA","330","Trade and Tourism","Pipeline/identification","2011","2011","6414573.805","0.0"
"35807","1","15th medical team to Rwanda ","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion"," "," ","0.0","0.0"
"30452","1","Training of 340 Rwandans","","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","Implementation"," "," ","0.0","0.0"
"2023","1","Feasibility study for road construction project","","start-actual","","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","Pipeline/identification"," "," ","0.0","0.0"
"2022","1","Grant to boost trade","","start-actual","","end-actual","China","CHN","Rwanda","RWA","330","Trade and Tourism","Pipeline/identification","2011","2011","6414573.805","0.0"
"23248","1","Scholarship for study in China","2011-09-01","start-actual","2012-07-01","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion","2011","2012","0.0","0.0"
"17115","1","Construction of vocational school","","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","Implementation","2010","2010","10985398.6","0.0"
"2018","1","Grant for agreed-upon development projects","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2010","2010","4090575.714","0.0"
"2020","1","Grant for development","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2010","2010","5578057.791","0.0"
"2015","1","Interest-free loan agreement","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2009","2009","5855301.404","0.0"
"2014","1","Kigali road network rehabilitation project","","start-actual","","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","Pipeline/identification","2009","2009","32057775.19","0.0"
"35809","1","14th medical team to Rwanda ","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion"," "," ","0.0","0.0"
"34176","1","China constructs anti-malaria center in Rwanda (2009)","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion"," "," ","0.0","0.0"
"2009","1","Construction of cement factory","","start-actual","","end-actual","China","CHN","Rwanda","RWA","320","Industry, Mining, Construction","Implementation","2009","2009","50000000.0","0.0"
"2010","1","Construction of rice processing plant","","start-actual","","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"1992","1","Grant to President's efforts in supporting vulnerable children","","start-actual","","end-actual","China","CHN","Rwanda","RWA","160","Other Social Infrastructure and Services","Implementation","2009","2009","70000.0","0.0"
"1982","1","Youth volunteers to work in various field","","start-actual","","end-actual","China","CHN","Rwanda","RWA","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"31291","1","China and Rwanda build Confucius Institute at the Kigali Institute of Education","2008-01-30","start-actual","2009-06-26","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion","2008","2009","0.0","0.0"
"1888","1","Construction of Confucius Institute","2006-09-14","start-actual","2009-06-26","end-actual","China","CHN","Rwanda","RWA","160","Other Social Infrastructure and Services","Completion","2006","2009","0.0","0.0"
"1980","1","Donation for earthquake victims","","start-actual","","end-actual","China","CHN","Rwanda","RWA","700","Humanitarian Aid (Including Reconstruction and Recovery)","Pipeline/identification","2008","2008","50556.32421","0.0"
"1978","1","Donation of office equipment to political party","2008-01-15","start-actual","2008-01-15","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Completion","2008","2008","110940.3648","0.0"
"1984","1","Grant for construction of Kigali hospital","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Pipeline/identification","2008","2008","1455139.857","0.0"
"1861","1","Grant for polyclinic","2009-05-09","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion","2009","2009","0.0","0.0"
"955","1","Rehabilitation of the urban roads in the Kigali","","start-actual","","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","Implementation","2008","2008","31132584.45","0.0"
"1899","1","Cancellation of debts","2007-05-19","start-actual","2007-05-19","end-actual","China","CHN","Rwanda","RWA","600","Action Relating to Debt","Completion","2007","2007","190931963.9","0.0"
"24282","1","13th medical aid team","2007-01-01","start-actual","2009-08-06","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion","2007","2009","0.0","0.0"
"30356","1","500,000 USD grant for e-learning laboratory","","start-actual","2012-01-10","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion","2007","2012","596662.3871","0.0"
"1898","1","Construction of primary schools","","start-actual","2009-09-14","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion","2007","2009","1745408.341","0.0"
"1897","1","Donation of anti-malaria medicine","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Pipeline/identification"," "," ","0.0","0.0"
"17195","1","Bamboo cultivation technical cooperation","","start-actual","","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"16801","1","Grant for Agricultural Technology Demonstration Center (In 2009 dollars)","2008-08-20","start-actual","2012-04-24","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","Completion","2006","2012","6056102.571","0.0"
"1893","1","Training of government officials","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Pipeline/identification"," "," ","0.0","0.0"
"1892","1","Construction of Kabuga Hospital","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Implementation"," "," ","0.0","0.0"
"1886","1","Construction of Ministry of Foreign Affairs headquarters (possibly linked to project ID#1802)","","start-actual","2009-01-14","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Completion","2006","2009","10308832.38","0.0"
"1887","1","Construction of women's center","","start-actual","","end-actual","China","CHN","Rwanda","RWA","420","Women","Pipeline/identification"," "," ","0.0","0.0"
"1884","1","Donation of computers to newspaper","2006-01-05","start-actual","2006-01-05","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Completion","2006","2006","0.0","0.0"
"1889","1","Donation of equipment for parliament office building","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Pipeline/identification"," "," ","0.0","0.0"
"1890","1","Donation of medical instruments and medicine","","start-actual","","end-actual","China","CHN","Rwanda","RWA","120","Health","Pipeline/identification","2006","2006","337570.9487","0.0"
"1885","1","Donation to Gisozi Memorial Site","2006-08-29","start-actual","2006-08-29","end-actual","China","CHN","Rwanda","RWA","160","Other Social Infrastructure and Services","Completion","2006","2006","6729.002856","0.0"
"1895","1","Grants for economic development","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2006","2006","3375709.487","0.0"
"1891","1","Rehabilitation of Kibungo hospital","","start-actual","2012-01-01","end-actual","China","CHN","Rwanda","RWA","120","Health","Completion","2012","2012","0.0","0.0"
"239","1","China Exim Bank finances construction of the Gininia-Textile Mill Road in Rwanda","2004-01-01","start-actual","2006-01-01","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","Completion","2004","2006","0.0","0.0"
"1894","1","Scholarships for undergraduate and postgraduate studies in China","","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","Pipeline/identification"," "," ","0.0","0.0"
"1880","1","Grant for construction of State House","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Pipeline/identification","2005","2005","77198.6706","0.0"
"17180","1","Umutara rice field extension project","","start-actual","2007-10-01","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","Completion","2007","2007","0.0","0.0"
"1881","1","Loan for construction of the State House","","start-actual","","end-actual","China","CHN","Rwanda","RWA","150","Government and Civil Society","Pipeline/identification","2005","2005","2153158.315","0.0"
"23255","1","Scholarships for undergraduate and postgraduate studies in China","2005-09-01","start-actual","2006-07-01","end-actual","China","CHN","Rwanda","RWA","110","Education","Completion","2005","2006","0.0","0.0"
"1802","1","Loan extended for infrastructure and government ","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2003","2003","5992979.778","0.0"
"24320","1","Umutara rice field management project","","start-actual","2003-10-01","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","Completion","2003","2003","0.0","0.0"
"17068","1","Grant for yet to be decided on projects","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","Pipeline/identification","2002","2002","9092247.739","0.0"
